"Estacion","Fecha inicial","Fecha final","O3"
"""USME""","2025-07-31 22:00","2025-07-31 22:59","12.9492"
"""USME""","2025-07-31 21:00","2025-07-31 21:59","11.9682"
"""USME""","2025-07-31 20:00","2025-07-31 20:59","13.5378"
"""USME""","2025-07-31 19:00","2025-07-31 19:59","27.0756"
"""USME""","2025-07-31 18:00","2025-07-31 18:59","43.9488"
"""USME""","2025-07-31 17:00","2025-07-31 17:59","45.3222"
"""USME""","2025-07-31 16:00","2025-07-31 16:59","47.2842"
"""USME""","2025-07-31 15:00","2025-07-31 15:59","47.8728"
"""USME""","2025-07-31 14:00","2025-07-31 14:59","46.3032"
"""USME""","2025-07-31 13:00","2025-07-31 13:59","48.2652"
"""USME""","2025-07-31 12:00","2025-07-31 12:59","47.2842"
"""USME""","2025-07-31 11:00","2025-07-31 11:59","47.8728"
"""USME""","2025-07-31 10:00","2025-07-31 10:59","43.164"
"""USME""","2025-07-31 09:00","2025-07-31 09:59","38.4552"
"""USME""","2025-07-31 08:00","2025-07-31 08:59","22.3668"
"""USME""","2025-07-31 07:00","2025-07-31 07:59","13.9302"
"""USME""","2025-07-31 06:00","2025-07-31 06:59","6.6708"
"""USME""","2025-07-31 05:00","2025-07-31 05:59","3.7278"
"""USME""","2025-07-31 03:00","2025-07-31 03:59","0.981"
"""USME""","2025-07-31 02:00","2025-07-31 02:59","7.2594"
"""USME""","2025-07-31 01:00","2025-07-31 01:59","19.62"
"""USME""","2025-07-31 00:00","2025-07-31 00:59","21.9744"
"""USME""","2025-07-30 23:00","2025-07-30 23:59","9.2214"
"""USME""","2025-07-30 22:00","2025-07-30 22:59","10.791"
"""USME""","2025-07-30 21:00","2025-07-30 21:59","7.6518"
"""USME""","2025-07-30 20:00","2025-07-30 20:59","9.81"
"""USME""","2025-07-30 19:00","2025-07-30 19:59","10.0062"
"""USME""","2025-07-30 18:00","2025-07-30 18:59","14.9112"
"""USME""","2025-07-30 17:00","2025-07-30 17:59","33.1578"
"""USME""","2025-07-30 16:00","2025-07-30 16:59","43.9488"
"""USME""","2025-07-30 15:00","2025-07-30 15:59","47.4804"
"""USME""","2025-07-30 14:00","2025-07-30 14:59","46.107"
"""USME""","2025-07-30 13:00","2025-07-30 13:59","49.05"
"""USME""","2025-07-30 12:00","2025-07-30 12:59","49.05"
"""USME""","2025-07-30 11:00","2025-07-30 11:59","50.4234"
"""USME""","2025-07-30 10:00","2025-07-30 10:59","51.4044"
"""USME""","2025-07-30 09:00","2025-07-30 09:59","44.7336"
"""USME""","2025-07-30 08:00","2025-07-30 08:59","40.221"
"""USME""","2025-07-30 07:00","2025-07-30 07:59","24.9174"
"""USME""","2025-07-30 06:00","2025-07-30 06:59","16.8732"
"""USME""","2025-07-30 05:00","2025-07-30 05:59","13.734"
"""USME""","2025-07-30 04:00","2025-07-30 04:59","18.639"
"""USME""","2025-07-30 03:00","2025-07-30 03:59","32.7654"
"""USME""","2025-07-30 02:00","2025-07-30 02:59","24.9174"
"""USME""","2025-07-30 01:00","2025-07-30 01:59","25.8984"
"""USME""","2025-07-30 00:00","2025-07-30 00:59","24.9174"
"""USME""","2025-07-29 23:00","2025-07-29 23:59","25.7022"
"""USME""","2025-07-29 22:00","2025-07-29 22:59","29.6262"
"""USME""","2025-07-29 21:00","2025-07-29 21:59","28.8414"
"""USME""","2025-07-29 20:00","2025-07-29 20:59","27.6642"
"""USME""","2025-07-29 19:00","2025-07-29 19:59","24.1326"
"""USME""","2025-07-29 18:00","2025-07-29 18:59","19.0314"
"""USME""","2025-07-29 17:00","2025-07-29 17:59","30.2148"
"""USME""","2025-07-29 16:00","2025-07-29 16:59","38.8476"
"""USME""","2025-07-29 15:00","2025-07-29 15:59","40.221"
"""USME""","2025-07-29 14:00","2025-07-29 14:59","39.24"
"""USME""","2025-07-29 13:00","2025-07-29 13:59","39.0438"
"""USME""","2025-07-29 12:00","2025-07-29 12:59","41.3982"
"""USME""","2025-07-29 11:00","2025-07-29 11:59","38.259"
"""USME""","2025-07-29 10:00","2025-07-29 10:59","40.0248"
"""USME""","2025-07-29 09:00","2025-07-29 09:59","41.3982"
"""USME""","2025-07-29 08:00","2025-07-29 08:59","33.7464"
"""USME""","2025-07-29 07:00","2025-07-29 07:59","29.43"
"""USME""","2025-07-29 06:00","2025-07-29 06:59","7.0632"
"""USME""","2025-07-29 05:00","2025-07-29 05:59","5.4936"
"""USME""","2025-07-29 04:00","2025-07-29 04:59","13.3416"
"""USME""","2025-07-29 03:00","2025-07-29 03:59","22.1706"
"""USME""","2025-07-29 02:00","2025-07-29 02:59","25.506"
"""USME""","2025-07-29 01:00","2025-07-29 01:59","24.1326"
"""USME""","2025-07-29 00:00","2025-07-29 00:59","18.0504"
"""USME""","2025-07-28 23:00","2025-07-28 23:59","17.8542"
"""USME""","2025-07-28 22:00","2025-07-28 22:59","10.791"
"""USME""","2025-07-28 21:00","2025-07-28 21:59","8.0442"
"""USME""","2025-07-28 20:00","2025-07-28 20:59","10.5948"
"""USME""","2025-07-28 19:00","2025-07-28 19:59","15.1074"
"""USME""","2025-07-28 18:00","2025-07-28 18:59","14.5188"
"""USME""","2025-07-28 17:00","2025-07-28 17:59","33.354"
"""USME""","2025-07-28 16:00","2025-07-28 16:59","37.0818"
"""USME""","2025-07-28 15:00","2025-07-28 15:59","40.8096"
"""USME""","2025-07-28 14:00","2025-07-28 14:59","41.7906"
"""USME""","2025-07-28 13:00","2025-07-28 13:59","36.4932"
"""USME""","2025-07-28 12:00","2025-07-28 12:59","40.221"
"""USME""","2025-07-28 11:00","2025-07-28 11:59","39.0438"
"""USME""","2025-07-28 09:00","2025-07-28 09:59","39.24"
"""USME""","2025-07-28 08:00","2025-07-28 08:59","41.3982"
"""USME""","2025-07-28 07:00","2025-07-28 07:59","33.354"
"""USME""","2025-07-28 06:00","2025-07-28 06:59","13.3416"
"""USME""","2025-07-28 05:00","2025-07-28 05:59","9.81"
"""USME""","2025-07-28 04:00","2025-07-28 04:59","40.0248"
"""USME""","2025-07-28 03:00","2025-07-28 03:59","42.3792"
"""USME""","2025-07-28 02:00","2025-07-28 02:59","43.164"
"""USME""","2025-07-28 01:00","2025-07-28 01:59","46.107"
"""USME""","2025-07-28 00:00","2025-07-28 00:59","41.5944"
"""USME""","2025-07-27 23:00","2025-07-27 23:59","45.5184"
"""USME""","2025-07-27 22:00","2025-07-27 22:59","37.4742"
"""USME""","2025-07-27 21:00","2025-07-27 21:59","42.7716"
"""USME""","2025-07-27 20:00","2025-07-27 20:59","41.7906"
"""USME""","2025-07-27 19:00","2025-07-27 19:59","40.6134"
"""USME""","2025-07-27 18:00","2025-07-27 18:59","35.5122"
"""USME""","2025-07-27 17:00","2025-07-27 17:59","38.8476"
"""USME""","2025-07-27 16:00","2025-07-27 16:59","44.5374"
"""USME""","2025-07-27 15:00","2025-07-27 15:59","43.5564"
"""USME""","2025-07-27 14:00","2025-07-27 14:59","42.3792"
"""USME""","2025-07-27 13:00","2025-07-27 13:59","45.5184"
"""USME""","2025-07-27 12:00","2025-07-27 12:59","41.5944"
"""USME""","2025-07-27 11:00","2025-07-27 11:59","44.7336"
"""USME""","2025-07-27 10:00","2025-07-27 10:59","43.3602"
"""USME""","2025-07-27 09:00","2025-07-27 09:59","40.221"
"""USME""","2025-07-27 08:00","2025-07-27 08:59","33.1578"
"""USME""","2025-07-27 07:00","2025-07-27 07:59","33.7464"
"""USME""","2025-07-27 06:00","2025-07-27 06:59","29.8224"
"""USME""","2025-07-27 05:00","2025-07-27 05:59","31.7844"
"""USME""","2025-07-27 04:00","2025-07-27 04:59","29.43"
"""USME""","2025-07-27 03:00","2025-07-27 03:59","30.8034"
"""USME""","2025-07-27 02:00","2025-07-27 02:59","30.8034"
"""USME""","2025-07-27 01:00","2025-07-27 01:59","29.6262"
"""USME""","2025-07-27 00:00","2025-07-27 00:59","22.3668"
"""USME""","2025-07-26 23:00","2025-07-26 23:59","14.9112"
"""USME""","2025-07-26 22:00","2025-07-26 22:59","11.5758"
"""USME""","2025-07-26 21:00","2025-07-26 21:59","17.8542"
"""USME""","2025-07-26 20:00","2025-07-26 20:59","16.677"
"""USME""","2025-07-26 19:00","2025-07-26 19:59","22.1706"
"""USME""","2025-07-26 18:00","2025-07-26 18:59","30.9996"
"""USME""","2025-07-26 17:00","2025-07-26 17:59","31.1958"
"""USME""","2025-07-26 16:00","2025-07-26 16:59","38.6514"
"""USME""","2025-07-26 15:00","2025-07-26 15:59","41.3982"
"""USME""","2025-07-26 14:00","2025-07-26 14:59","41.9868"
"""USME""","2025-07-26 13:00","2025-07-26 13:59","41.5944"
"""USME""","2025-07-26 12:00","2025-07-26 12:59","40.6134"
"""USME""","2025-07-26 11:00","2025-07-26 11:59","38.259"
"""USME""","2025-07-26 10:00","2025-07-26 10:59","36.8856"
"""USME""","2025-07-26 09:00","2025-07-26 09:59","30.8034"
"""USME""","2025-07-26 08:00","2025-07-26 08:59","24.3288"
"""USME""","2025-07-26 07:00","2025-07-26 07:59","4.1202"
"""USME""","2025-07-26 06:00","2025-07-26 06:59","1.3734"
"""USME""","2025-07-26 05:00","2025-07-26 05:59","0.7848"
"""USME""","2025-07-26 04:00","2025-07-26 04:59","0.7848"
"""USME""","2025-07-26 03:00","2025-07-26 03:59","0.7848"
"""USME""","2025-07-26 02:00","2025-07-26 02:59","6.6708"
"""USME""","2025-07-26 01:00","2025-07-26 01:59","20.9934"
"""USME""","2025-07-26 00:00","2025-07-26 00:59","26.0946"
"""USME""","2025-07-25 23:00","2025-07-25 23:59","16.8732"
"""USME""","2025-07-25 22:00","2025-07-25 22:59","16.2846"
"""USME""","2025-07-25 21:00","2025-07-25 21:59","11.1834"
"""USME""","2025-07-25 20:00","2025-07-25 20:59","13.734"
"""USME""","2025-07-25 19:00","2025-07-25 19:59","18.2466"
"""USME""","2025-07-25 18:00","2025-07-25 18:59","24.3288"
"""USME""","2025-07-25 17:00","2025-07-25 17:59","31.7844"
"""USME""","2025-07-25 16:00","2025-07-25 16:59","44.5374"
"""USME""","2025-07-25 15:00","2025-07-25 15:59","43.3602"
"""USME""","2025-07-25 14:00","2025-07-25 14:59","42.5754"
"""USME""","2025-07-25 13:00","2025-07-25 13:59","42.3792"
"""USME""","2025-07-25 12:00","2025-07-25 12:59","41.5944"
"""USME""","2025-07-25 11:00","2025-07-25 11:59","38.8476"
"""USME""","2025-07-25 10:00","2025-07-25 10:59","39.6324"
"""USME""","2025-07-25 09:00","2025-07-25 09:59","33.354"
"""USME""","2025-07-25 08:00","2025-07-25 08:59","34.9236"
"""USME""","2025-07-25 07:00","2025-07-25 07:59","19.8162"
"""USME""","2025-07-25 06:00","2025-07-25 06:59","9.4176"
"""USME""","2025-07-25 05:00","2025-07-25 05:59","10.791"
"""USME""","2025-07-25 04:00","2025-07-25 04:59","12.753"
"""USME""","2025-07-25 03:00","2025-07-25 03:59","15.4998"
"""USME""","2025-07-25 02:00","2025-07-25 02:59","15.696"
"""USME""","2025-07-25 01:00","2025-07-25 01:59","28.0566"
"""USME""","2025-07-25 00:00","2025-07-25 00:59","12.9492"
"""USME""","2025-07-24 23:00","2025-07-24 23:59","20.2086"
"""USME""","2025-07-24 22:00","2025-07-24 22:59","26.2908"
"""USME""","2025-07-24 21:00","2025-07-24 21:59","20.4048"
"""USME""","2025-07-24 20:00","2025-07-24 20:59","16.4808"
"""USME""","2025-07-24 19:00","2025-07-24 19:59","16.677"
"""USME""","2025-07-24 18:00","2025-07-24 18:59","22.563"
"""USME""","2025-07-24 17:00","2025-07-24 17:59","31.392"
"""USME""","2025-07-24 16:00","2025-07-24 16:59","37.278"
"""USME""","2025-07-24 15:00","2025-07-24 15:59","39.6324"
"""USME""","2025-07-24 14:00","2025-07-24 14:59","35.1198"
"""USME""","2025-07-24 13:00","2025-07-24 13:59","33.9426"
"""USME""","2025-07-24 12:00","2025-07-24 12:59","32.5692"
"""USME""","2025-07-24 11:00","2025-07-24 11:59","31.392"
"""USME""","2025-07-24 10:00","2025-07-24 10:59","30.9996"
"""USME""","2025-07-24 09:00","2025-07-24 09:59","31.1958"
"""USME""","2025-07-24 08:00","2025-07-24 08:59","28.0566"
"""USME""","2025-07-24 07:00","2025-07-24 07:59","23.7402"
"""USME""","2025-07-24 06:00","2025-07-24 06:59","17.8542"
"""USME""","2025-07-24 05:00","2025-07-24 05:59","18.8352"
"""USME""","2025-07-24 04:00","2025-07-24 04:59","22.7592"
"""USME""","2025-07-24 03:00","2025-07-24 03:59","25.7022"
"""USME""","2025-07-24 02:00","2025-07-24 02:59","15.8922"
"""USME""","2025-07-24 01:00","2025-07-24 01:59","8.2404"
"""USME""","2025-07-24 00:00","2025-07-24 00:59","6.4746"
"""USME""","2025-07-23 23:00","2025-07-23 23:59","8.0442"
"""USME""","2025-07-23 22:00","2025-07-23 22:59","10.2024"
"""USME""","2025-07-23 21:00","2025-07-23 21:59","11.5758"
"""USME""","2025-07-23 20:00","2025-07-23 20:59","16.677"
"""USME""","2025-07-23 19:00","2025-07-23 19:59","17.0694"
"""USME""","2025-07-23 18:00","2025-07-23 18:59","20.7972"
"""USME""","2025-07-23 17:00","2025-07-23 17:59","21.1896"
"""USME""","2025-07-23 16:00","2025-07-23 16:59","22.563"
"""USME""","2025-07-23 15:00","2025-07-23 15:59","22.9554"
"""USME""","2025-07-23 14:00","2025-07-23 14:59","20.7972"
"""USME""","2025-07-23 13:00","2025-07-23 13:59","23.544"
"""USME""","2025-07-23 12:00","2025-07-23 12:59","22.7592"
"""USME""","2025-07-23 11:00","2025-07-23 11:59","22.3668"
"""USME""","2025-07-23 10:00","2025-07-23 10:59","24.3288"
"""USME""","2025-07-23 09:00","2025-07-23 09:59","20.2086"
"""USME""","2025-07-23 08:00","2025-07-23 08:59","18.2466"
"""USME""","2025-07-23 07:00","2025-07-23 07:59","12.5568"
"""USME""","2025-07-23 06:00","2025-07-23 06:59","9.2214"
"""USME""","2025-07-23 05:00","2025-07-23 05:59","6.867"
"""USME""","2025-07-23 04:00","2025-07-23 04:59","11.5758"
"""USME""","2025-07-23 03:00","2025-07-23 03:59","9.81"
"""USME""","2025-07-23 02:00","2025-07-23 02:59","13.1454"
"""USME""","2025-07-23 01:00","2025-07-23 01:59","14.9112"
"""USME""","2025-07-23 00:00","2025-07-23 00:59","9.4176"
"""USME""","2025-07-22 23:00","2025-07-22 23:59","9.0252"
"""USME""","2025-07-22 22:00","2025-07-22 22:59","12.5568"
"""USME""","2025-07-22 21:00","2025-07-22 21:59","2.943"
"""USME""","2025-07-22 20:00","2025-07-22 20:59","5.6898"
"""USME""","2025-07-22 19:00","2025-07-22 19:59","2.3544"
"""USME""","2025-07-22 18:00","2025-07-22 18:59","14.3226"
"""USME""","2025-07-22 17:00","2025-07-22 17:59","18.0504"
"""USME""","2025-07-22 16:00","2025-07-22 16:59","21.1896"
"""USME""","2025-07-22 15:00","2025-07-22 15:59","26.8794"
"""USME""","2025-07-22 14:00","2025-07-22 14:59","28.449"
"""USME""","2025-07-22 13:00","2025-07-22 13:59","26.0946"
"""USME""","2025-07-22 12:00","2025-07-22 12:59","26.487"
"""USME""","2025-07-22 11:00","2025-07-22 11:59","26.487"
"""USME""","2025-07-22 10:00","2025-07-22 10:59","28.449"
"""USME""","2025-07-22 09:00","2025-07-22 09:59","21.582"
"""USME""","2025-07-22 08:00","2025-07-22 08:59","14.9112"
"""USME""","2025-07-22 07:00","2025-07-22 07:59","9.0252"
"""USME""","2025-07-22 06:00","2025-07-22 06:59","0.981"
"""USME""","2025-07-22 03:00","2025-07-22 03:59","0.981"
"""USME""","2025-07-22 02:00","2025-07-22 02:59","1.3734"
"""USME""","2025-07-22 01:00","2025-07-22 01:59","6.0822"
"""USME""","2025-07-22 00:00","2025-07-22 00:59","2.3544"
"""USME""","2025-07-21 23:00","2025-07-21 23:59","1.7658"
"""USME""","2025-07-21 20:00","2025-07-21 20:59","1.5696"
"""USME""","2025-07-21 19:00","2025-07-21 19:59","4.7088"
"""USME""","2025-07-21 18:00","2025-07-21 18:59","8.4366"
"""USME""","2025-07-21 17:00","2025-07-21 17:59","17.0694"
"""USME""","2025-07-21 16:00","2025-07-21 16:59","22.3668"
"""USME""","2025-07-21 15:00","2025-07-21 15:59","23.7402"
"""USME""","2025-07-21 14:00","2025-07-21 14:59","24.3288"
"""USME""","2025-07-21 13:00","2025-07-21 13:59","30.0186"
"""USME""","2025-07-21 12:00","2025-07-21 12:59","29.6262"
"""USME""","2025-07-21 11:00","2025-07-21 11:59","36.297"
"""USME""","2025-07-21 09:00","2025-07-21 09:59","24.3288"
"""USME""","2025-07-21 08:00","2025-07-21 08:59","21.3858"
"""USME""","2025-07-21 07:00","2025-07-21 07:59","13.3416"
"""USME""","2025-07-21 06:00","2025-07-21 06:59","2.7468"
"""USME""","2025-07-21 05:00","2025-07-21 05:59","1.7658"
"""USME""","2025-07-21 04:00","2025-07-21 04:59","6.867"
"""USME""","2025-07-21 03:00","2025-07-21 03:59","10.5948"
"""USME""","2025-07-21 02:00","2025-07-21 02:59","14.3226"
"""USME""","2025-07-21 01:00","2025-07-21 01:59","17.2656"
"""USME""","2025-07-21 00:00","2025-07-21 00:59","16.8732"
"""USME""","2025-07-20 23:00","2025-07-20 23:59","12.1644"
"""USME""","2025-07-20 22:00","2025-07-20 22:59","8.4366"
"""USME""","2025-07-20 21:00","2025-07-20 21:59","5.6898"
"""USME""","2025-07-20 20:00","2025-07-20 20:59","7.0632"
"""USME""","2025-07-20 19:00","2025-07-20 19:59","12.1644"
"""USME""","2025-07-20 18:00","2025-07-20 18:59","18.4428"
"""USME""","2025-07-20 17:00","2025-07-20 17:59","26.0946"
"""USME""","2025-07-20 16:00","2025-07-20 16:59","30.2148"
"""USME""","2025-07-20 15:00","2025-07-20 15:59","32.7654"
"""USME""","2025-07-20 14:00","2025-07-20 14:59","29.8224"
"""USME""","2025-07-20 13:00","2025-07-20 13:59","29.6262"
"""USME""","2025-07-20 12:00","2025-07-20 12:59","30.411"
"""USME""","2025-07-20 11:00","2025-07-20 11:59","34.1388"
"""USME""","2025-07-20 10:00","2025-07-20 10:59","33.354"
"""USME""","2025-07-20 09:00","2025-07-20 09:59","30.6072"
"""USME""","2025-07-20 08:00","2025-07-20 08:59","27.8604"
"""USME""","2025-07-20 07:00","2025-07-20 07:59","21.1896"
"""USME""","2025-07-20 06:00","2025-07-20 06:59","8.4366"
"""USME""","2025-07-20 05:00","2025-07-20 05:59","8.829"
"""USME""","2025-07-20 04:00","2025-07-20 04:59","10.2024"
"""USME""","2025-07-20 03:00","2025-07-20 03:59","14.9112"
"""USME""","2025-07-20 02:00","2025-07-20 02:59","16.8732"
"""USME""","2025-07-20 01:00","2025-07-20 01:59","14.5188"
"""USME""","2025-07-20 00:00","2025-07-20 00:59","12.5568"
"""USME""","2025-07-19 23:00","2025-07-19 23:59","11.1834"
"""USME""","2025-07-19 22:00","2025-07-19 22:59","13.5378"
"""USME""","2025-07-19 21:00","2025-07-19 21:59","7.2594"
"""USME""","2025-07-19 20:00","2025-07-19 20:59","4.905"
"""USME""","2025-07-19 19:00","2025-07-19 19:59","9.6138"
"""USME""","2025-07-19 18:00","2025-07-19 18:59","14.9112"
"""USME""","2025-07-19 17:00","2025-07-19 17:59","22.9554"
"""USME""","2025-07-19 16:00","2025-07-19 16:59","25.7022"
"""USME""","2025-07-19 15:00","2025-07-19 15:59","25.506"
"""USME""","2025-07-19 14:00","2025-07-19 14:59","24.525"
"""USME""","2025-07-19 13:00","2025-07-19 13:59","25.7022"
"""USME""","2025-07-19 12:00","2025-07-19 12:59","23.9364"
"""USME""","2025-07-19 11:00","2025-07-19 11:59","25.3098"
"""USME""","2025-07-19 10:00","2025-07-19 10:59","25.8984"
"""USME""","2025-07-19 09:00","2025-07-19 09:59","21.1896"
"""USME""","2025-07-19 08:00","2025-07-19 08:59","22.563"
"""USME""","2025-07-19 07:00","2025-07-19 07:59","24.1326"
"""USME""","2025-07-19 06:00","2025-07-19 06:59","21.582"
"""USME""","2025-07-19 05:00","2025-07-19 05:59","5.6898"
"""USME""","2025-07-19 04:00","2025-07-19 04:59","3.3354"
"""USME""","2025-07-19 03:00","2025-07-19 03:59","22.1706"
"""USME""","2025-07-19 02:00","2025-07-19 02:59","21.9744"
"""USME""","2025-07-19 01:00","2025-07-19 01:59","19.62"
"""USME""","2025-07-19 00:00","2025-07-19 00:59","24.3288"
"""USME""","2025-07-18 23:00","2025-07-18 23:59","17.4618"
"""USME""","2025-07-18 22:00","2025-07-18 22:59","9.2214"
"""USME""","2025-07-18 21:00","2025-07-18 21:59","11.9682"
"""USME""","2025-07-18 20:00","2025-07-18 20:59","22.7592"
"""USME""","2025-07-18 19:00","2025-07-18 19:59","25.3098"
"""USME""","2025-07-18 18:00","2025-07-18 18:59","24.3288"
"""USME""","2025-07-18 17:00","2025-07-18 17:59","26.2908"
"""USME""","2025-07-18 16:00","2025-07-18 16:59","26.8794"
"""USME""","2025-07-18 15:00","2025-07-18 15:59","28.6452"
"""USME""","2025-07-18 14:00","2025-07-18 14:59","32.373"
"""USME""","2025-07-18 13:00","2025-07-18 13:59","33.5502"
"""USME""","2025-07-18 12:00","2025-07-18 12:59","35.9046"
"""USME""","2025-07-18 11:00","2025-07-18 11:59","39.0438"
"""USME""","2025-07-18 10:00","2025-07-18 10:59","38.6514"
"""USME""","2025-07-18 09:00","2025-07-18 09:59","39.0438"
"""USME""","2025-07-18 08:00","2025-07-18 08:59","33.5502"
"""USME""","2025-07-18 07:00","2025-07-18 07:59","34.1388"
"""USME""","2025-07-18 06:00","2025-07-18 06:59","33.5502"
"""USME""","2025-07-18 05:00","2025-07-18 05:59","28.6452"
"""USME""","2025-07-18 04:00","2025-07-18 04:59","28.2528"
"""USME""","2025-07-18 03:00","2025-07-18 03:59","26.0946"
"""USME""","2025-07-18 02:00","2025-07-18 02:59","25.7022"
"""USME""","2025-07-18 01:00","2025-07-18 01:59","26.487"
"""USME""","2025-07-18 00:00","2025-07-18 00:59","30.8034"
"""USME""","2025-07-17 23:00","2025-07-17 23:59","25.1136"
"""USME""","2025-07-17 22:00","2025-07-17 22:59","24.7212"
"""USME""","2025-07-17 21:00","2025-07-17 21:59","27.468"
"""USME""","2025-07-17 20:00","2025-07-17 20:59","22.3668"
"""USME""","2025-07-17 19:00","2025-07-17 19:59","22.7592"
"""USME""","2025-07-17 18:00","2025-07-17 18:59","17.4618"
"""USME""","2025-07-17 17:00","2025-07-17 17:59","22.563"
"""USME""","2025-07-17 16:00","2025-07-17 16:59","23.9364"
"""USME""","2025-07-17 15:00","2025-07-17 15:59","25.3098"
"""USME""","2025-07-17 14:00","2025-07-17 14:59","24.7212"
"""USME""","2025-07-17 13:00","2025-07-17 13:59","24.7212"
"""USME""","2025-07-17 12:00","2025-07-17 12:59","27.8604"
"""USME""","2025-07-17 11:00","2025-07-17 11:59","29.6262"
"""USME""","2025-07-17 10:00","2025-07-17 10:59","26.0946"
"""USME""","2025-07-17 09:00","2025-07-17 09:59","27.0756"
"""USME""","2025-07-17 08:00","2025-07-17 08:59","26.6832"
"""USME""","2025-07-17 07:00","2025-07-17 07:59","27.0756"
"""USME""","2025-07-17 06:00","2025-07-17 06:59","15.3036"
"""USME""","2025-07-17 05:00","2025-07-17 05:59","14.3226"
"""USME""","2025-07-17 04:00","2025-07-17 04:59","19.62"
"""USME""","2025-07-17 03:00","2025-07-17 03:59","25.7022"
"""USME""","2025-07-17 02:00","2025-07-17 02:59","23.7402"
"""USME""","2025-07-17 01:00","2025-07-17 01:59","20.9934"
"""USME""","2025-07-17 00:00","2025-07-17 00:59","10.3986"
"""USME""","2025-07-16 23:00","2025-07-16 23:59","20.7972"
"""USME""","2025-07-16 22:00","2025-07-16 22:59","13.3416"
"""USME""","2025-07-16 21:00","2025-07-16 21:59","9.2214"
"""USME""","2025-07-16 20:00","2025-07-16 20:59","8.2404"
"""USME""","2025-07-16 19:00","2025-07-16 19:59","10.791"
"""USME""","2025-07-16 18:00","2025-07-16 18:59","17.658"
"""USME""","2025-07-16 17:00","2025-07-16 17:59","25.8984"
"""USME""","2025-07-16 16:00","2025-07-16 16:59","25.1136"
"""USME""","2025-07-16 15:00","2025-07-16 15:59","27.468"
"""USME""","2025-07-16 14:00","2025-07-16 14:59","25.8984"
"""USME""","2025-07-16 13:00","2025-07-16 13:59","25.1136"
"""USME""","2025-07-16 12:00","2025-07-16 12:59","27.8604"
"""USME""","2025-07-16 11:00","2025-07-16 11:59","26.487"
"""USME""","2025-07-16 10:00","2025-07-16 10:59","21.9744"
"""USME""","2025-07-16 09:00","2025-07-16 09:59","20.7972"
"""USME""","2025-07-16 08:00","2025-07-16 08:59","18.2466"
"""USME""","2025-07-16 07:00","2025-07-16 07:59","14.5188"
"""USME""","2025-07-16 06:00","2025-07-16 06:59","5.6898"
"""USME""","2025-07-16 05:00","2025-07-16 05:59","1.3734"
"""USME""","2025-07-16 04:00","2025-07-16 04:59","3.7278"
"""USME""","2025-07-16 03:00","2025-07-16 03:59","10.9872"
"""USME""","2025-07-16 02:00","2025-07-16 02:59","12.753"
"""USME""","2025-07-16 01:00","2025-07-16 01:59","6.0822"
"""USME""","2025-07-16 00:00","2025-07-16 00:59","2.7468"
"""USME""","2025-07-15 23:00","2025-07-15 23:59","6.2784"
"""USME""","2025-07-15 22:00","2025-07-15 22:59","9.81"
"""USME""","2025-07-15 21:00","2025-07-15 21:59","8.2404"
"""USME""","2025-07-15 20:00","2025-07-15 20:59","9.4176"
"""USME""","2025-07-15 19:00","2025-07-15 19:59","15.4998"
"""USME""","2025-07-15 18:00","2025-07-15 18:59","19.2276"
"""USME""","2025-07-15 17:00","2025-07-15 17:59","32.7654"
"""USME""","2025-07-15 16:00","2025-07-15 16:59","35.9046"
"""USME""","2025-07-15 15:00","2025-07-15 15:59","33.354"
"""USME""","2025-07-15 14:00","2025-07-15 14:59","33.7464"
"""USME""","2025-07-15 13:00","2025-07-15 13:59","33.354"
"""USME""","2025-07-15 12:00","2025-07-15 12:59","34.9236"
"""USME""","2025-07-15 11:00","2025-07-15 11:59","32.7654"
"""USME""","2025-07-15 10:00","2025-07-15 10:59","25.8984"
"""USME""","2025-07-15 09:00","2025-07-15 09:59","21.3858"
"""USME""","2025-07-15 08:00","2025-07-15 08:59","17.4618"
"""USME""","2025-07-15 07:00","2025-07-15 07:59","16.2846"
"""USME""","2025-07-15 06:00","2025-07-15 06:59","9.0252"
"""USME""","2025-07-15 05:00","2025-07-15 05:59","9.4176"
"""USME""","2025-07-15 04:00","2025-07-15 04:59","15.4998"
"""USME""","2025-07-15 03:00","2025-07-15 03:59","17.8542"
"""USME""","2025-07-15 02:00","2025-07-15 02:59","19.62"
"""USME""","2025-07-15 01:00","2025-07-15 01:59","22.563"
"""USME""","2025-07-15 00:00","2025-07-15 00:59","24.525"
"""USME""","2025-07-14 23:00","2025-07-14 23:59","22.7592"
"""USME""","2025-07-14 22:00","2025-07-14 22:59","17.8542"
"""USME""","2025-07-14 21:00","2025-07-14 21:59","11.772"
"""USME""","2025-07-14 20:00","2025-07-14 20:59","9.2214"
"""USME""","2025-07-14 19:00","2025-07-14 19:59","8.0442"
"""USME""","2025-07-14 18:00","2025-07-14 18:59","8.4366"
"""USME""","2025-07-14 17:00","2025-07-14 17:59","23.9364"
"""USME""","2025-07-14 16:00","2025-07-14 16:59","25.7022"
"""USME""","2025-07-14 15:00","2025-07-14 15:59","27.2718"
"""USME""","2025-07-14 14:00","2025-07-14 14:59","30.8034"
"""USME""","2025-07-14 13:00","2025-07-14 13:59","30.6072"
"""USME""","2025-07-14 12:00","2025-07-14 12:59","31.5882"
"""USME""","2025-07-14 09:00","2025-07-14 09:59","33.354"
